"id","name","subdomain","site","phone","addr1","addr2","city","state","zip","notes","discount_code","discount_rate","created_at","updated_at","species","email","contact","facility"
445,"Calfee Funeral Service","calfeefuneral","calfreefuneralservice.com","304-732-6166","Route 10","","Pineville","WV",24874,"Stewart Services","",50,"2010-04-06 21:45:45","2010-04-06 21:45:45","human","","",48314
446,"Evans Funeral Home","evansfuneral","evans-funeralhome.com","304-682-6289","Route 10 Cook Parkway","","oceana","WV",24870,"Stewart Services","",50,"2010-04-06 21:46:49","2010-04-06 21:46:49","human","","",48315
447,"Bartlett-Burdette-Cox Funeral Home","bartlettburdettecox","barlettburdettecox.com","304-342-0181","513 Tennessee Avenue","","Charleston","WV",25302,"Stewart Services","",50,"2010-04-06 21:48:26","2010-04-06 21:48:26","human","","",48321
448,"Casdorph & Curry Funeral Home","casdorphcurry","casdorphandcurry.com","304-727-4351","110 B. Street","","St. Albans","WV",25177,"Stewart Services












","",50,"2010-04-06 21:50:36","2010-04-06 21:50:36","human","","",48331
449,"Klingel-Carpenter Mortuary","klingelcarpenter","klingelcarpenter.com","304-525-8121","328 6th Avenue","","Huntington","WV",25701,"Stewart Services","",50,"2010-04-06 21:52:59","2010-04-06 21:52:59","human","","",48341
450,"Tyler Mountain Funeral Home","tylermountain","tylermountainfuneralhome.com","304-776-2651","5233 Rocky Fork Road","","Cross Lanes","WV",25313,"Stewart Services","",50,"2010-04-06 21:54:25","2010-04-06 21:54:25","human","","",48351
451,"Stevens & Grass Funeral Home","stevensgrass","stevensandgrass.com","601-925-2121","4203 Salines Drive","","Malden","WV",25306,"Stewart Services","",50,"2010-04-06 21:55:43","2010-04-06 21:55:43","human","","",48361
452,"Wilson Funeral Home","wilsonfuneral","wilsonfuneralsandcremations.com","304-343-5196","420 Lee Street West","","Charleston","WV",25302,"Stewart Services","",50,"2010-04-06 21:56:51","2010-04-06 21:56:51","human","","",48371
453,"Forest Lawn Memorial Parks","forestlawn","forestlawn.com","1-800-204-3131","1712 South Glendale Avenue","","Glendale","CA",91205,"","",50,"2010-04-14 19:59:21","2010-07-13 17:32:37","human","shauer@forestlawn.com","Sherri Hauer",""
455,"Beyond the Rainbow Pet Hospice & Memorial Center","beyondtherainbow","www.texaspethospice.com/","","","","Ft. Worth","TX","","","","","2010-04-27 17:06:36","2010-11-28 21:38:50","pet","info@texaspethospice.com","Kate Moore",""
458,"Hillside Memorial Park and Mortuary","hillsidememorialparkandmortuary","","310-641-0707","6001 Centinela Ave.","","Los Angeles","CA",90045,"15% cremation / Temple Israel","",50,"2010-05-03 20:19:30","2010-10-01 19:05:32","human","pgoldstein@hillsidememorial.org","Paul Goldstein",""
459,"Cypress Falls Pet Resort & Spa","cypressfalls","","281-378-7170","12043 Spring Cypress Road","","Tomball","TX",77377,"","",50,"2010-06-14 13:57:03","2011-02-10 20:24:55","pet","joan@cfpetresort.com","Joan Kennedy",""
460,"At Garden's Edge Pet Aftercare","atgardensedge","","626-407-3540","511 S. Palm Avenue #8 ","","Alhambra, ","CA",91803,"","","","2010-06-15 11:10:02","2010-08-19 13:47:49","pet","teresa.s@atgardensedge.com","Teresa Wilson-Summerville",""
461,"Forbis and Dick","forbisdick","www.forbisanddick.com","336-275-8408","1118 North Elm St.","","Greensboro","NC",27401,"7 locations","",50,"2010-06-21 14:27:16","2010-10-06 14:00:46","human","mike.mcghee@forbisanddick.com","Mike McGhee",""
462,"Smith Steele Meadows","smithsteele","","706-846-3131","P.O.Box 108","","Manchester","GA",31816,"","","","2010-07-06 17:45:11","2010-07-06 17:45:11","human","smstme@windstream.net","Robbin McInve",""
463,"Bartron Myer Funeral Home","bartronmyer","bartrommyerfuneralhome.com","570-278-8100","382 Church St.","","Montrose","PA","","","","","2010-07-08 14:52:28","2010-07-08 14:52:28","human","greg@bartronmyerfuneralhome.com","Gregory l. Myer",""
464,"Meadow Hill Corporation","meadowhill","www.meadowhillco.com","847-381-9000","P.O. Box 274","","Fox River Grove","IL",60021,"","","","2010-07-19 19:49:52","2010-07-19 19:49:52","human","bob@meadowhillco.com","Bob Vokoun",""
466,"SouthCare Cremation Society","southcare","www.southcarecremation.com","770-420-5557","595 Franklin Rd.","","Marietta","GA",30281,"","","","2010-08-02 15:26:12","2010-08-02 15:40:00","human","dgreiner@southcarecremation.com","Dave Greine",""
467,"Peaceful Paws Pet Cremation","peacefulpaws","","915-245-9154","270 N. EI Camino Real Ste.F50","","Encinitas,","CA",92024,"Mike

Owner- Vivianne","","","2010-08-09 17:21:29","2010-08-09 17:21:29","pet","adrianna.peacefulpawspet@gmail.com","Adrianna ",""
468,"Memorial Gallery","memorialgallery","","","","","","WA","","","","","2010-08-16 21:28:33","2010-08-16 21:28:33","human","","",""
469,"Humane Society Silicon Valley","siliconvalleyhumane","","408-262-2133 ext. 133,","","","","CA","","","",10,"2010-08-17 17:31:07","2010-08-17 17:31:07","pet","bkeenan@hssv.org ","Bridget Keenan",""
470,"Gunderson Funeral Home","gunderson","www.gundersonfh.com","608-221-5420","5203 Monona Dr.","","Madison","WI",53716,"Also met Mike - 6 locations, very nice","","","2010-08-18 14:23:43","2013-02-06 16:47:36","human","pete@gundersonfh.com","Pete Gunderson",""
471,"Tennant Funeral Homes","tennant","www.tennantfuneralhomes.com","970-522-3544","330 S.2nd.St.","","Sterling","CO",80751,"","",20,"2010-08-18 15:05:20","2010-10-28 16:25:03","human","david@tennantfuneralhomes.com","David Tennant",""
472,"Daniels Family Funeral Services","danielsfuneral","www.danielsfuneral.com","505-892-9920","","","","NM","","","","","2010-08-18 21:31:05","2010-08-18 21:31:05","human","bbrane@danielsfuneral.com","Bradley Brane",""
473,"Precious Pet Animal Crematory","preciouspet","www.preciouspetsanimalcrematory.com","(253) 929-8495","3420 C Street NE #306","","Auburn","WA",98002,"","","","2010-08-18 22:14:00","2012-12-06 14:37:56","pet","carrie@preciouspetsanimalcrematory.com","Cearrie",""
478,"Lord and Stephens Funeral Home","lordandstephens","lordandstephens.com","706-546-1587","4355 Lexington Rd","","Athens","GA",30605,"Tom Lord sole owner-spoke with Robbie Smith 8/25/2010
4/30/13  spoke w/Jason Wommack in Bogart,GA [cm] ","",50,"2010-08-26 00:37:05","2013-05-09 18:18:14","human","","Tom Lord",""
479,"Bill Head Funeral Home","billhead","","770-564-2726","6101 Highway 29 ","","Tucker","GA",30084,"2 locations-Duluth Chapel
Lilburn/Tucker Chapel","",50,"2010-08-26 00:48:25","2010-08-26 00:48:25","human","bhfuneralhome@earthlink.net","Keith",""
482,"Bellamy Funeral Home","bellamy","","678-932-8563","4405 Marietta St","","Powder Springs","GA",30127,"Has a 2nd location:3551 Jimmy Lee Smith Pkway,
Hiram, GA 30141","",50,"2010-08-26 00:53:38","2010-08-26 00:53:38","human","bellamy_d@bellsouth.net","",""
484,"Alfonso Dawson Mortuary","alfonsodawsonmortuary","","404-691-3810","3000 Martin Luther King, Jr Dr SW","","Atlanta","GA",30311,"","",50,"2010-08-26 00:56:49","2010-08-26 00:56:49","human","alfonsodawson@aol.com","Mr. Hannah",""
487,"Platt's Funeral Home","platts","","706-733-3636","721 Crawford Ave","","Augusta","GA","","spoke with Tonya 8/25/2010","",50,"2010-08-26 01:01:27","2010-08-26 01:01:27","human","bevans@plattsfuneralhome.com","Bryan Evans",""
488,"Haisten Funerals and Cremations","haisten","","770-914-8833","1745 Zack Hinton Pkwy,S.","","McDonough","GA",30253,"I 75 south ext.216 ga hwy 155 L-go pass 4 lights and on the L

3204230- 3225200-- 3220215-- 3201280--3141315-2822050--","","","2010-08-26 19:52:45","2010-08-26 19:52:45","human","bpurcell@stei.com","Betty Purcell",10321
489,"Thomas Poteet and Son","thomaspoteetandson","","706-364-8484","214 Davis Rd","","Augusta","GA",30907,"Spoke w Buzz 8/26-did not sound too interested, but said to send via email-will call on Monday","",50,"2010-08-27 00:53:22","2010-08-27 00:53:22","human","buzzpoteet@knology.net","Buzz",""
490,"Sosebee Funeral Home","sosebee","","770-479-2131","191 Jarvis St","","Canton","GA",30114,"","",50,"2010-08-27 00:55:56","2010-08-27 00:55:56","human","caseyguyton@sosebeefuneralhome.com","Casey Guyton",""
491,"Harts Mortuary and Crematory","hartsmortuaryandcrematory","","478-746-4321","765 Cherry St","","Macon ","GA",31208,"Spoke with Dee on 8/26-will send info, no contact name","",50,"2010-08-27 00:59:18","2010-08-27 00:59:18","human","hartsmort@gmail.com","",""
493,"Mayes Ward Dobbins","mayeswarddobbins","","770-428-1511","180 Church St NE","","Marietta","GA",30061,"Info sent Monday 8/30","",50,"2010-08-27 01:03:52","2010-08-30 20:15:53","human","terry@mayeswarddobbins.com","Terry Pendley",""
494,"West Georgia Crematory","westgeorgiacrematory","","770-732-6840","P.O. Box 339","","Austell","GA",30168,"Spoke with Jeremy-has to review urns with mgr and he won't be in until Mon morning-Call back on Wed
","",50,"2010-08-27 01:09:15","2010-08-27 01:09:15","human","jeremy@westgeorgiacrematory.com","Jeremy",""
495,"Thomas Funeral Home","thomasfuneralhome","","706-629-2832","535 Red Bud Rd","","Calhoun","GA",30701,"only does 15-20% cremations-many indigent. Doen't think he is interested. Info sent Monday 8/30","",50,"2010-08-30 22:25:18","2010-08-30 22:25:18","human","thomasfuneralhom@bellsouth.net","Bruce",""
496,"Williamson Memorial","williamsonmemorial","","615-794-2289","3009 Columbia Ave","","Franklin","TN","","","",50,"2010-09-01 11:10:16","2010-09-01 11:11:56","human","casey@williamsonmemorial.com","Casey",""
497,"Harpeth Family Funeral Ssrvices","harpethfamilyfuneralservices","","615-690-2990 ext 11","9090 Hwy 100","","Nashville","TN",37221,"Spoke w Tammy- they purchase all urns from Elegant Urns. Will look, but not too interested.  Husband makes decision.  His name is Bill Gregory and his ext is #13","",50,"2010-09-01 12:04:18","2010-09-01 19:49:42","human","cemeteryfuneralsolutions@comcast.net","Tammy",""
498,"Carmichael Funeral Home","carmichaelfuneralhome","","440-435-44367","","","Smyrna","GA",30082,"","",50,"2010-09-01 15:51:36","2010-09-01 19:43:43","human","jimc@carmichaelfuneralhomes.com","Jim",""
499,"London Funeral Home","londonfuneralhome","","931-359-1541","324 W. Church Street","","Lewisburg","TN",37091,"","",50,"2010-09-02 18:16:21","2010-09-02 18:18:32","human","lond1541@bellsouth.net","Sarah Haynes",""
500,"Mountainview Funeral Home","mountainviewfuneralhome","","706-745-3456","","","Blairsville","GA","","Spoke with Bill Meeks (said he would be glad to take a look), but told me to ask for Charles when I called back-Charles checks all emails","",50,"2010-09-02 18:43:55","2010-09-02 18:43:55","human","mountainview@windstream.net","Charles",""
501,"Henry Cochran Funeral Home","henrycochranfuneralhome","","706-632-5968","3911 Appalachian Hwy","","Blue Ridge","GA",30513,"There are 5 differnt locations-this one is in Blue Ridge. There is a partnership of brothers-Max is in Blairsville and Steve is in Blue Ridge.  However, I spoke with Carl who said either he(Carl) or Steve could make decisions re urns. Email sent to Carl","",50,"2010-09-02 19:16:04","2010-09-02 19:16:04","human","kellymesser@tds.net","Carl",""
502,"Heritage Memorial Funeral Home","heritagememorialfuneralhome","","478-329-1400","701 Carl Vinson Pkwy","","Warner Robbins","GA",31093,"","",50,"2010-09-03 15:24:57","2010-09-03 15:24:57","human","a.gale@bellsouth.net","Andrea",""
503,"Gregory B Levett & Sons","gregoryblevettandsons","","770-945-9999","North Gwinnett Chapel","","","GA","","Spoke w Cecile (gatekeepr)-very nice","",50,"2010-09-03 19:42:54","2010-09-03 19:42:54","human","cecilerowe@bellsouth.net","Quinton Barrett",""
504,"Almon Funeral Home and Chapel","almonfuneralhomeandchapel","","770-832-7056","548 Newnan Street","","Carrolton ","GA",30117,"Spoke with Charlie-Bill Dean also trying to sell","",50,"2010-09-03 19:54:55","2010-09-03 19:54:55","human","charlie@almonfuneralhome.com","Charlie Almon",""
505,"Hillside Memorial Chapel and Gardens","hillsidememorialchapelandgardens","","706-754-6256","5495 Highway 197 South","","Clarksville","GA",30523,"","",50,"2010-09-07 14:34:06","2010-09-07 14:34:06","human","hillsidememorialchapel@windstream.net","Sam",""
506,"Ingram Funeral Home and Crematory","ingramfuneralhomeandcrematory","","770-887-2388","210 Ingram Ave","","Cumming","GA",30040,"","",50,"2010-09-07 14:40:31","2010-10-06 19:14:59","human","phillip@ingramfuneralhome.com","Phil Faulkner",""
507,"Vance-Brooks Funeral Home","vancebrooksfuneralhome","","706-323-8152","4048 Macon Rd","","Columbus","GA",31908,"I emailed Sharon and she will get info to Lance Brooks(director)","",50,"2010-09-07 14:47:04","2010-09-10 19:17:32","human","sharon_vancemc@bellsouth.net","Sharon",""
508,"White and Day Colonial Mortuary","whiteanddaycolonialmortuary","","310-792-7575","901 Torrance Blvd","","Redondo Beach","CA",90277,"spoke w Mindy -need to talk to Jean she wks 8-3 T-Fri","",50,"2010-09-09 08:36:01","2010-09-09 08:36:01","human","jmathis@lafuneral.com","Jean Mathis",""
509,"Mountainview Funeral Home","mountainviewfuneralhome","","706-745-3456","119 Murphy Hwy","","Blairsville","GA",30514,"","",50,"2010-09-09 08:40:39","2010-09-09 08:40:39","human","mountainview@windstream.net","Charles",""
512,"Cremation Society of Illinois","cremationillinois","","","736 W.Addison St.","","Chicago","IL",5058,"","","","2010-09-10 13:32:44","2011-06-02 18:29:00","human","","",""
513,"Ralph Buckner Funeral Home and Crematory","ralphbucknerfh","www.ralphbuckner.com","423-472-1152","3000 Commerce Dr NE","","Cleveland, TN","PW",37320,"Becky is his sister-she says she will talk with him-she loves them [sm].
01/30/12:  Cold called on FH, and met Kim Randolph, Co-Owner.  He pointed us to Chari Buckner, she makes product decisions [ac].","",50,"2010-09-10 20:11:33","2012-02-18 15:31:41","human","becky@ralphbuckner.com","Becky Buckner",""
514,"Higgins Hillcrest Chapel","higginshillcrestchapel","","770-253-4723","1 Bullsboro Dr","","Newnan","GA",30263,"","",50,"2010-09-10 20:56:07","2010-09-10 20:56:07","human","higginshillcrestchapel@numail.org","Darlene Higgins",""
515,"Columbia Funeral Home and Crematory","columbiafuneralhomeandcrematory","","206-722-1100","4597 Rainier Ave S.","","Seattle ","WA",98118,"Very nice and Very interested!!","",50,"2010-09-14 21:55:40","2010-09-14 22:02:53","human","hugh@columbiafuneralhome.com","Hugh",""
516,"Curran-Shaffer Funeral Home and Crematory, Inc.","curranshafferfuneralhomeandcrematoryinc","","724-478-1244","100 Owens View Ave","","Apollo","PA",15613,"","",50,"2010-09-14 23:05:09","2010-09-14 23:05:09","human","james.k@curranfuneralhome.com","James",""
517,"Busch Funeral and Crematory Services","buschfuneralandcrematoryservices","","216-741-7700","4334 Pearl Rd","","Cleveland","OH",44109,"VP is Mark Busch, Barb Rogers is his secretary.
There are 6 funeral homes in this group","",50,"2010-09-14 23:20:13","2010-09-14 23:20:13","human","brogers@buschfuneral.com","Barb",""
518,"Cremation Company","cremationcompany","","888-777-2212","3205 John F Kennedy Blvd","","Jersey City","NJ",07306,"Strange guy-do not call-only send email-

PAY UP FRONT!","",50,"2010-09-14 23:31:16","2010-09-14 23:32:29","human","director@cremationcompany.com","Richard Riotto",""
519,"Flintofts Funeral Home and Crematory","flintoftsfuneralhomeandcrematory","","425-392-6444","540 East Sunset Way","","Issaquah","WA",98027,"","",50,"2010-09-15 02:17:05","2010-09-15 02:17:05","human","family@flintofts.com","",""
520,"Meierhoffer Funeral Home and Crematory","meierhofferfuneralhomeandcrematory","","1-816-232-3366","5005 Frederick Blvd","","St Joseph","MI","","Linda is secretary","",50,"2010-09-15 02:23:29","2010-09-15 02:23:29","human","todd.meierhoffer@meierhoffer.com","Todd Meierhoffer",""
521,"Ponders Funeral Home","pondersfuneralhome","","706-226-4002","138 Melrose Dr","","Dalton ","GA",30720,"Does not do email-letter sent 9/15-","",50,"2010-09-15 11:20:24","2010-09-15 11:20:24","human","NONE","Jason Gibson",""
522,"Akins Funeral Home","akinsfuneralhome","","706-632-2267","7871 Blue Ridge Dr","","Blue Ridge","GA",30513,"letter sent 9/15","",50,"2010-09-15 11:34:53","2010-09-15 11:34:53","human","NONE","",""
524,"Vance-Brooks Funeral Home","vancebrooksfuneralhome","","334-298-0668","3738 Hwy 431N","","Phenix City","AL","","Phenix City is:
Vance Memorial Chapel-Sharon is in this location","",50,"2010-09-15 11:55:18","2010-09-15 11:55:18","human","sharon_vancemc@bellsouth.net","Sharon",""
525,"Nelsen Funeral Home and Crematory","nelsenfuneralhomeandcrematory","","804-222-8601","4650 S. Laburnum Ave","","Richmond","VA",23231,"Patti is the secretary ot the owner-Blair Nelsen
Also have a pet crematory-Loving Pets crematory","",50,"2010-09-15 18:24:38","2010-09-15 18:24:38","human","pkrause@nelsencares.com","Patti Krause",""
526,"Loving Pets Crematory","lovingpetscrematory","","804-222-8601","4650 S. Laburnum Ave","","Richmond","VA",23231,"Owner is Blair Nelsen (Patti is his secretary)
also has Nelsen Funeral Home and Crematory","",50,"2010-09-15 18:35:27","2010-09-15 18:35:27","pet","pkrause@nelsencares.com","Patti Krause",""
527,"Bonnie-Watson Funeral Home","bonniewatsonfuneralhome","","2206-242-1787","16445 International Blvd","","SeaTac","WA",98188,"Spoke with Janice-secretary-very nice. He is extremely hard to get hold of","",50,"2010-09-20 16:23:25","2010-09-20 16:26:17","human","rwinter@bonniewatson.com","Rich Winter",""
528,"Weeks Funeral Home","weeksfuneralhome","","360-829-7717","451 Cemetery Rd","","Buckley","WA",98321,"Donna secretary-has no sense of humor!","",50,"2010-09-20 16:40:31","2010-09-20 16:40:31","human","brinkley@blarg.net","Chastin",""
529,"Weeks Funeral Home","weeksfuneralhome","","360-829-7717","451 Cemetery Rd","","Buckley","WA",98321,"Donna secretary-has no sense of humor!","",50,"2010-09-20 16:40:51","2010-09-20 16:40:51","human","brinkley@blarg.net","Chastin",""
530,"Perches Funeral Home","perchesfuneralhome","","915) 772-0755","7580 Alameda Ave ","","El Paso","TX","79915 ","","",50,"2010-09-20 17:44:27","2010-09-20 17:44:27","human","salperches@yahoo.com","Salvador Perches",""
531,"Bunker Family Funerals and Cremation","bunker","","","","","Mesa","AR","","Holly Blackhurst","","","2010-09-22 17:33:33","2010-09-22 17:33:33","human","","Randy Bunker",""
532,"French Funerals Cremations","frenchfuneralscremations","","505-843-6333","","","Albuquerque, ","NM","87125-0063","Referred by Darin Crouch from Passages International.","",50,"2010-09-29 15:57:08","2010-09-29 15:57:08","human","tom.antram@frenchmortuary.com","Tom Antram",""
533,"J.B. Tallent","jbtallentfuneralserviceandcremation","","704-567-1500","1937 Sharon Amity Rd","","Charlotte","NC",28205,"Marianne Kuieck (Nancy's friend referred me.  Her name is pronounced KiKe)","",50,"2010-10-01 02:08:02","2010-10-01 02:11:43","human","jtallentii@aol.com","John Tallent",""
534,"Carmon Funeral Home","carmonfuneralhome","","860-688-2200","807 Bloomfield Ave","","Windsor","CT",06095,"Spoke with Darsie

Placed order for 1 full size, one keepsake and 5 acorns","",50,"2010-10-01 10:42:51","2010-10-06 19:00:47","human","fcarmon@carmonfh.com","Frank Carmon",""
535,"Schoedinger Funeral & Cremation Service","schoedinger","www.schoedinger.com","614-429-5755","229 East State Street","","Columbus","OH",43215,"Also has pet crematorium-""Pet Services""
Very quick to return calls
03/20/12:  Roberta Knauf works on their Pet Services side, and was at the ICCFA Expo.  She worked at a competitor who sold AU product and wants it for Schoedinger [ac].
03/26/12:  Sent Roberta landing page & PP [ac].","",50,"2010-10-05 10:38:28","2012-03-26 18:13:30","human","randy@schoedinger.com","Randy Schoedinger",""
536,"Hankins and Whittington","hankinsandwhittington","","704-333-6116","1111 East Blvd","","Charlotte","NC",28203,"Sheri is the old next door neighbor of Nancy and Mike. Ken Poe is the man who makes the decisions","",50,"2010-10-05 10:41:45","2011-11-16 15:08:20","human","sheri.edgeworth@hankinsandwhittington.com","Nick Bowen",""
537,"The Island Funeral Home","theislandfuneralhome","","843-681-4400","4 Cardinal Rd","","Hilton Head Island","SC",29926,"They also have a pet crematorium "" The Island Pet Crematorium Services""
Send info to Valerie and she will present to the decision makers-
Also, Sherri? -one of the owners- is going to NFDA","",50,"2010-10-05 10:46:05","2010-10-05 10:46:05","human","valerie@theislandfuneralhome.com","Valerie",""
538,"Ratterman & Sons","rattermanandsons","","502-459-3800","3800 Bardstown Rd","","Louisville","KY",40218,"Extremely nice- goes by Mike or Michael","",50,"2010-10-05 10:49:46","2010-10-05 10:50:14","human","michael@ratterman.com","Michael",""
540,"Brackett Funeral Home","brackettfuneralhome","","207-725-5511","29 Federal St","","Brunswick","ME",04011,"Leaving on Oct 20 for Asia for 2 weeks.

Very nice but skeptical saying ""everybody and his brother are selling these""","",50,"2010-10-05 17:24:41","2010-10-05 17:24:41","human","pladner@brackettfuneralhome.com","Peter Ladner",""
541,"Ferguson Funeral Home and Crematory, Inc.","fergusonfuneralhomeandcrematory","","724-929-5300","700 Broad Ave","","Belle Vernon","PA",15012,"","",50,"2010-10-05 20:11:38","2010-10-05 20:11:38","human","shelbyii@comcast.net","Shelby",""
542,"Family Legacy","familylegacy","","615-714-9605","992 Davidson Dr","Suite 100-B","Nashville","TN",37205,"looking for high end urns-took picture, 7 locations- set up landing page after I saw her and sent-10/12","",50,"2010-10-12 23:59:05","2010-10-13 00:00:39","human","cforee@afamilylegacy.com","Cindy Foree",""
543,"Blount and Curry","blountandcurry","","813-876-2421","","","Tampa","FL","","Stewart facility-Loves urns-says ""I can sell these-oh yeah""","",50,"2010-10-18 17:34:49","2010-10-18 17:34:49","human","funeralmanager@yahoo.com","Robert Lytle",""
544,"Bayliff and Son","bayliffandson","","419-645-4501","311 West Main Street","","Cridersville","OH","45806-2299","","",50,"2010-10-19 19:34:37","2010-10-19 19:34:37","human","bayliff@bright.net","Valery Bayliff Futz",""
546,"Coyle Funeral Home","coylefuneralhome","","419-865-1295","1770 S. Reynolds Rd","","Toledo","OH",43614,"Met at NFDA- they contacted us","",50,"2010-10-20 18:47:50","2010-10-20 18:47:50","human","mcoyle-stamos@coylefuneralhome.com","Megan Coyle–Stamos",""
547,"Tom M Wages Funeral Services","wagesfuneralhome","Snellville Chapel Mgr","770-979-3200","3705 Highway 78 West","","Snellville","GA",30039,"Had our product and SOLD everything","",50,"2010-10-21 11:31:16","2010-10-21 11:31:16","human","chris@wagesfuneralhome.com","Chris Banks",""
548,"Alamogordo Funeral Home, Inc","alamogordofuneralhome","","575-434-5253","2301 First Street","","Alamogordo","NM",88310,"Contact via email","",50,"2010-10-21 12:40:42","2010-10-21 12:40:42","human","kenthouse@gwestoffice.net","Kent House/Lisa Durrett House",""
549,"Harmon Wright Mortuary","harmonwrightmortuary","","402-223-2341"," 623 Elk St","","Beatrice","NE",68310,"Met at NFDA 2010- Talked to Clark-interested","",50,"2010-10-22 10:12:18","2010-10-22 10:12:18","human","vaughn@diodecom.net","Vaughn Wright (man)",""
550,"Atlanticos Memorial Garden","atlanticosmemorialgarden","BRAZIL","85 3133 4500","","","","PW","","Av. Padre Antonio Tomas, 342
Aldeota Fortaleza-CE Brasil
60140-160

2 brothers- met at NFDA 2010- very nice/cute
Very Interested. Landing page creted and sent 10/22","",50,"2010-10-22 10:19:25","2012-11-29 23:58:20","human","giovani@atlanticosgarden.com.br","Giovani Garcez or Francisco",""
551,"SereniCare","serenicare","Utah","C-801-580-0076","1316 South 400 East","Suite A3","St. George","UT",84790,"Lowest priced funeral home in area- Has 9 facilities.- Used to selling out of catalog, but will have independent crematios center with large display-

He is a woodworker-loves the product
Met at NFDA 2010","",50,"2010-10-22 10:25:14","2010-10-22 10:25:14","human","mlane@serenicare.com","Lane B Smith (man)",""
552,"Clements Funeral Service","clementsfuneralservice","www.clementsfuneralservice.com","919-286-1224","1105 Broad Street","","Durham","NC",27705,"Met at NFDA 2010 -Cousins- very interested","",50,"2010-10-22 10:32:18","2012-02-18 21:06:55","human","tc8009@aol.com","Tripp or Travis Clements (cousins)",""
553,"Geisen Funeral Home","geisenfuneralhome","","219-663-2500","606 E. 113th Ave","","Crown Point","IN",46307,"met at nfda 2010- has 3 facilities plus
Geisen Pet Loss Ctr","",50,"2010-10-22 10:37:53","2010-10-22 10:37:53","human","geisenfuneral@gmail.com","Jean Lahm (woman)",""
554,"Geisen Pet Loss Center","geisenpetlosscenter","","2219-663-2500","606 E. 113th Ave","","Crown Point","IN",46307,"","",50,"2010-10-22 10:40:08","2010-10-22 10:40:08","pet","geisenfuneral@gmail.com","Jean Lahm",""
555,"'Til We Meet Again","tilwemeetagain","","316-945-0404","Towne West Square","4600 W. Kellogg, #802","Wichita, KS","PW",67209,"Meet at NFDA-
Store in Mall-looking for unusual items-LOves ours,
Opening several stores as well as a boutique in Portland OR","",50,"2010-10-22 10:47:04","2012-05-07 17:06:15","human","nathan@tilwemeetagain.net","Nathan Smith/owner, Traci/buyer",""
556,"Griffin Funeral Company","griffinfuneralcompany","","318-614-5831","7427 Cypress St","","West Monroe","LA",71291,"Introduced at the NFDA be Sandra Costello(insurance agent)-is looking for something different. CAlled-has flu-call back on Friday 10/22-set up landing page and sent email  w apology for being late on 10/22","",50,"2010-10-22 11:02:30","2010-10-22 21:37:36","human","kl.griffin@yahoo.com","Ken Griffin",""
558,"Palmer Bush and Jensen","palmerbushandjensen","","517-484-5349","520 E. Mt. Hope Ave.","","Lansing","MI",48910,"Met at NFDA 2010-Very interested","",50,"2010-10-22 11:10:24","2010-10-22 11:10:24","human","sjensen@palmerbush.com","Sue Jensen",""
559,"Mahar Funeral Home","maharfuneralhome","","802-442-2516","628 Main Street","","Bennington","VT",05201,"Met at NFDA 2010

His wife-Trisha-Loves the urns","",50,"2010-10-22 11:15:22","2010-10-22 11:15:22","human","epmahar@comcast.net","John Mahar",""
560,"A Special Touch Funeral and Cremation Service","aspecialtouchfuneralservice","","925-875-1343","11848 Dublin Blvd","","Dublin","CA",94568,"Met at NFDA 2010","",50,"2010-10-22 11:20:23","2010-10-22 11:25:45","human","sharon@aspecialtouchfuneralservice.com","Sharon Mace",""
561,"Waite and Son Funeral Homes","waiteandsonfuneralhomes","","330-225-1770","3300 Center Rd","","Brunswick","OH",44212,"Met at NFDA 2010","",50,"2010-10-22 11:23:16","2010-10-22 11:23:16","human","dlwbci@aol.com","Darrell Waite",""
562,"Taylor Funeral Home","taylorfuneralhome","","304-927-1540","406 Market Street","","Spencer","WV",25276,"Met at NFDA-clark talked to them and they loved product.  Wife's name is Connie","",50,"2010-10-22 11:30:01","2010-10-22 11:30:24","human","johnt@wirefire.com","John Taylor",""
563,"Wilson St. Pierre Funeral Service & Crematory","wilsonstpierre","","317-632-9431","1234 Prospect Street","","Indianapolis","IN",46203,"Met at NFDA 2010

Called-just ""getting back in the swing"" Send landin-Call next wkg page-10/22","",50,"2010-10-22 11:34:31","2010-10-22 11:34:31","human","pcs@wilsonstpierre.com","Paul St. Pierre",""
564,"Schrader Funeral Homes and Crematory","schraderfuneralhome","","636-227-5511","14960 Manchester Road at Holloway Road",""," Ballwin","MO"," 63011","","",50,"2010-10-22 20:30:37","2010-11-02 14:11:36","human","bjenkins@schrader.com","Bob Jenkins",""
565,"Wilmington Burial & Cremation Service","wilmingtonburialandcremationservice","","910-791-9099","1535 South 41st Street","P.O. Box 4415","Wilmington","NC","28406-4415","Met Doug at the NFDA-Liked products and told us to contact ""Brenda""-Out of town until 10/22","",50,"2010-10-23 12:31:00","2010-10-23 12:31:00","human","wbc@eastnc.twcbc.com","Brenda (Cahill?) /Doug Bevell-President",""
566,"Community Funeral Chapels","communityfuneralchapels","","203-334-9999","","","Bridgeport","CT","","met at NFDA-seemed interested, but did not return my call-sent letter w landing page on 10/23","",50,"2010-10-23 13:00:02","2010-10-23 13:00:02","human","funeraldirector@communityfuneralchapels.com","Brenda Ortiz",""
